trip_id,date_departure,date_arrival,status,client_id,client_name,client_region,route_id,origin_city,destination_city,route_type,cargo_type,trip_distance_km,route_distance_km,route_has_port,truck_id,truck_brand,truck_model,truck_capacity_tons,truck_year,driver_id,driver_name,driver_commission_rate,cargo_tons_actual,load_factor_pct,delay_hours,revenue_uah,estimated_fuel_liters
TRP-00770,2022-09-30,2022-09-30,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,22.5,91.8,1.2,2141.1,14.65
TRP-00771,2022-10-01,2022-10-02,delayed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,21.73,98.8,17.2,17333.5864,144.84
TRP-00772,2022-10-01,2022-10-01,delayed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,20.86,94.8,4.7,6104.4704,36.21
TRP-00773,2022-10-01,2022-10-02,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,20.39,92.7,1.5,10884.5898,75.49
TRP-00774,2022-10-01,2022-10-03,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.0,91.7,0.4,20734.56,183.0
TRP-00775,2022-10-02,2022-10-03,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,22.25,96.7,0.8,10871.5725,86.14
TRP-00776,2022-10-02,2022-10-03,cancelled,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,17.79,74.1,1.4,,
TRP-00777,2022-10-02,2022-10-02,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,20.2,84.2,0.8,4799.52,58.94
TRP-00778,2022-10-02,2022-10-03,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,18.66,74.6,1.7,14884.7088,144.38
TRP-00779,2022-10-03,2022-10-04,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,16.54,68.9,1.5,9009.0072,90.54
TRP-00780,2022-10-03,2022-10-04,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.72,96.7,1.2,11290.0224,89.05
TRP-00781,2022-10-03,2022-10-04,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,23.83,99.3,1.4,11841.6036,109.85
TRP-00782,2022-10-03,2022-10-04,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.5,94.0,0.6,16859.84,145.1
TRP-00783,2022-10-03,2022-10-03,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,17.0,68.0,0.1,4151.4,40.38
TRP-00784,2022-10-04,2022-10-04,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,19.59,91.1,0.2,4654.584,46.04
TRP-00785,2022-10-04,2022-10-04,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,22.29,103.7,0.6,5031.2988,46.04
TRP-00786,2022-10-04,2022-10-05,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,23.36,97.3,0.1,11608.0512,83.42
TRP-00787,2022-10-04,2022-10-04,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,19.46,82.8,0.6,5694.7744,42.72
TRP-00788,2022-10-04,2022-10-05,delayed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.1,94.0,11.8,4988.412,47.78
TRP-00789,2022-10-04,2022-10-04,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,21.93,91.4,1.0,5210.568,58.94
TRP-00790,2022-10-04,2022-10-06,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.77,91.1,12.1,21460.2696,187.2
TRP-00791,2022-10-04,2022-10-06,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,21.93,89.5,1.2,19997.5284,172.38
TRP-00792,2022-10-05,2022-10-05,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,20.64,96.0,0.8,6040.0896,46.96
TRP-00793,2022-10-05,2022-10-06,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.63,88.3,0.9,17253.8184,124.98
TRP-00794,2022-10-05,2022-10-07,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.19,90.2,1.1,19322.7372,221.54
TRP-00795,2022-10-05,2022-10-07,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.46,93.8,1.1,22110.5808,188.14
TRP-00796,2022-10-05,2022-10-05,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.79,99.1,1.5,5595.5988,75.62
TRP-00797,2022-10-05,2022-10-06,delayed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.48,93.7,5.8,10983.9528,79.84
TRP-00798,2022-10-05,2022-10-06,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,23.5,97.9,0.8,11677.62,73.56
TRP-00799,2022-10-05,2022-10-06,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,21.62,88.2,1.7,11541.1884,90.01
TRP-00800,2022-10-06,2022-10-07,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.2,87.8,0.7,16113.136,152.27
TRP-00801,2022-10-06,2022-10-06,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,22.26,92.7,0.2,5024.5272,58.94
TRP-00802,2022-10-06,2022-10-06,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.99,95.8,1.3,5189.3028,39.47
TRP-00803,2022-10-06,2022-10-07,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-10,Scania,G450,24.0,2021,DRV-07,Петро Романюк,0.13,23.28,97.0,0.2,16702.0032,141.14
TRP-00804,2022-10-07,2022-10-08,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,18.53,75.6,0.4,9891.6846,65.14
TRP-00805,2022-10-07,2022-10-08,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,21.77,87.1,1.2,12148.3131,109.49
TRP-00806,2022-10-07,2022-10-08,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,21.87,87.5,1.1,17445.2616,193.56
TRP-00807,2022-10-07,2022-10-07,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,25.95,103.8,1.6,5857.434,54.13
TRP-00808,2022-10-07,2022-10-08,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.1,88.4,1.6,10981.932,140.93
TRP-00809,2022-10-08,2022-10-09,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,20.73,94.2,0.4,11066.0886,75.49
TRP-00810,2022-10-08,2022-10-09,delayed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.15,87.6,3.8,10756.473,79.36
TRP-00811,2022-10-08,2022-10-08,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,25.06,108.9,0.3,6742.1424,38.07
TRP-00812,2022-10-08,2022-10-09,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,17.0,79.1,1.5,9284.04,97.9
TRP-00813,2022-10-08,2022-10-09,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.76,94.8,1.3,16328.9344,169.18
TRP-00814,2022-10-08,2022-10-09,delayed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.31,97.2,22.8,17440.9664,270.39
TRP-00815,2022-10-09,2022-10-10,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.71,94.4,1.3,17317.6328,165.73
TRP-00816,2022-10-09,2022-10-10,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,19.63,91.3,0.1,10954.1289,106.26
TRP-00817,2022-10-09,2022-10-10,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,22.16,90.5,1.5,10827.5976,83.97
TRP-00818,2022-10-09,2022-10-10,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,24.76,99.1,0.8,17763.8144,193.56
TRP-00819,2022-10-09,2022-10-09,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.09,92.4,0.1,5211.8748,54.13
TRP-00820,2022-10-09,2022-10-11,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,24.78,101.1,1.6,23354.6544,223.94
TRP-00821,2022-10-09,2022-10-10,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,23.44,95.7,1.6,11647.8048,90.01
TRP-00822,2022-10-10,2022-10-11,delayed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,19.89,82.9,21.9,4725.864,47.31
TRP-00823,2022-10-10,2022-10-10,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,24.89,101.6,1.0,5618.1708,41.51
TRP-00824,2022-10-10,2022-10-11,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,21.7,88.6,1.1,11583.894,90.01
TRP-00825,2022-10-11,2022-10-12,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.56,88.0,0.2,11509.1592,77.36
TRP-00826,2022-10-11,2022-10-12,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.43,87.5,1.3,11439.7626,77.36
TRP-00827,2022-10-11,2022-10-11,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-09,Василь Кравець,0.13,20.57,87.5,1.6,6019.6048,42.72
TRP-00828,2022-10-11,2022-10-12,delayed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,22.87,95.3,4.0,11364.5604,109.85
TRP-00829,2022-10-11,2022-10-12,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,20.92,87.2,1.3,11167.5144,109.85
TRP-00830,2022-10-11,2022-10-12,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,24.66,98.6,1.5,12254.0472,100.88
TRP-00831,2022-10-11,2022-10-12,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.09,88.4,0.7,10976.9628,140.93
TRP-00832,2022-10-11,2022-10-13,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.87,95.3,0.7,21554.5176,197.43
TRP-00833,2022-10-12,2022-10-13,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,16.84,73.2,1.8,9196.6608,86.37
TRP-00834,2022-10-12,2022-10-13,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.48,89.0,1.0,11428.4544,93.75
TRP-00835,2022-10-12,2022-10-13,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.43,93.2,1.3,11439.7626,86.37
TRP-00836,2022-10-12,2022-10-12,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-10,Дмитро Лисенко,0.12,24.66,104.9,0.8,5566.2552,47.78
TRP-00837,2022-10-12,2022-10-13,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,23.42,97.6,0.4,11443.2462,119.22
TRP-00838,2022-10-12,2022-10-14,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,21.18,88.3,0.6,19313.6184,177.44
TRP-00839,2022-10-12,2022-10-14,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.27,93.1,0.4,21931.5096,186.6
TRP-00840,2022-10-12,2022-10-14,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.24,88.9,14.3,20960.7552,163.61
TRP-00841,2022-10-12,2022-10-13,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.01,88.0,0.9,15790.8544,126.18
TRP-00842,2022-10-13,2022-10-14,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,20.0,90.9,0.6,15953.6,144.84
TRP-00843,2022-10-13,2022-10-14,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,22.89,99.5,1.5,11374.4988,86.37
TRP-00844,2022-10-13,2022-10-13,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,22.48,104.6,1.6,5074.1856,52.53
TRP-00845,2022-10-13,2022-10-15,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.41,87.4,1.2,19523.3508,192.47
TRP-00846,2022-10-13,2022-10-14,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,19.99,85.0,0.6,11155.0197,96.65
TRP-00847,2022-10-13,2022-10-14,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,20.84,88.7,0.9,11124.8088,92.31
TRP-00848,2022-10-13,2022-10-14,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.03,92.1,1.3,16522.6432,143.91
TRP-00849,2022-10-13,2022-10-14,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,22.47,89.9,0.9,10979.0667,81.41
TRP-00850,2022-10-13,2022-10-14,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.71,94.6,1.4,11096.3331,86.14
TRP-00851,2022-10-14,2022-10-15,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,20.66,93.9,0.5,11028.7212,75.49
TRP-00852,2022-10-14,2022-10-15,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.99,95.8,1.0,11233.1439,95.7
TRP-00853,2022-10-14,2022-10-14,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,22.84,93.2,1.4,6144.8736,37.11
TRP-00854,2022-10-14,2022-10-15,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.37,90.9,1.2,11925.1011,100.19
TRP-00855,2022-10-14,2022-10-15,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,16.36,68.2,0.9,8910.9648,77.41
TRP-00856,2022-10-14,2022-10-15,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,23.85,95.4,1.3,11851.542,65.76
TRP-00857,2022-10-14,2022-10-14,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-10,Scania,G450,24.0,2021,DRV-03,Сергій Мельник,0.12,25.53,106.4,0.2,5762.6316,42.58
TRP-00858,2022-10-15,2022-10-16,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,19.8,90.0,0.6,11048.994,81.94
TRP-00859,2022-10-15,2022-10-15,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,24.96,108.5,0.5,6715.2384,41.43
TRP-00860,2022-10-15,2022-10-16,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.98,95.7,0.1,16486.7712,169.18
TRP-00861,2022-10-15,2022-10-16,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.87,97.4,1.2,11663.1207,83.97
TRP-00862,2022-10-15,2022-10-17,delayed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,20.59,87.6,26.1,4892.184,49.53
