trip_id,date_departure,date_arrival,status,client_id,client_name,client_region,route_id,origin_city,destination_city,route_type,cargo_type,trip_distance_km,route_distance_km,route_has_port,truck_id,truck_brand,truck_model,truck_capacity_tons,truck_year,driver_id,driver_name,driver_commission_rate,cargo_tons_actual,load_factor_pct,delay_hours,revenue_uah,estimated_fuel_liters,fuel_cost_uah,batches_used,gross_profit_uah,gross_margin_pct
TRP-00446,2022-08-20,2022-08-21,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,19.68,82.0,1.7,12190.5792,79.75,4202.82,FB-002,7987.7592,65.5
TRP-00447,2022-08-21,2022-08-22,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-01,DAF,XF 105,22.0,2015,DRV-10,Дмитро Лисенко,0.12,17.1,77.7,1.7,11459.907,92.19,4858.41,FB-002,6601.496999999999,57.6
TRP-00448,2022-08-21,2022-08-22,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,19.76,89.8,1.1,7653.8384,73.89,3894.0,FB-002,3759.8383999999996,49.1
TRP-00449,2022-08-21,2022-08-22,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.65,88.4,1.3,13410.876,102.94,5424.94,FB-002,7985.936000000001,59.5
TRP-00450,2022-08-21,2022-08-23,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.38,95.4,0.8,23752.2096,235.95,12434.57,FB-002,11317.639599999999,47.6
TRP-00451,2022-08-21,2022-08-21,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,25.29,105.4,0.6,8027.5518,35.67,1879.81,FB-002,6147.7418,76.6
TRP-00452,2022-08-21,2022-08-21,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,21.81,87.2,1.1,6109.4172,55.03,2900.08,FB-002,3209.3372,52.5
TRP-00453,2022-08-22,2022-08-22,delayed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.2,92.2,7.2,2050.464,15.7,827.39,FB-002,1223.074,59.6
TRP-00454,2022-08-22,2022-08-22,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,19.83,92.2,0.2,6434.835,50.39,2655.55,FB-002,3779.285,58.7
TRP-00455,2022-08-22,2022-08-24,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-12,Роман Мороз,0.13,18.6,77.5,0.5,21628.08,238.4,12563.68,FB-002,9064.400000000001,41.9
TRP-00456,2022-08-22,2022-08-22,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-05,Scania,R450,24.5,2018,DRV-09,Василь Кравець,0.13,24.08,98.3,1.0,7643.4736,45.49,2397.32,FB-002,5246.1536,68.6
TRP-00457,2022-08-22,2022-08-22,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,18.52,75.6,1.8,1791.2544,20.05,1056.63,FB-002,734.6243999999999,41.0
TRP-00458,2022-08-23,2022-08-23,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,19.73,89.7,1.3,5526.7676,51.45,2711.42,FB-002,2815.3476,50.9
TRP-00459,2022-08-23,2022-08-24,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.31,88.3,0.2,7866.8754,64.61,3404.95,FB-002,4461.9254,56.7
TRP-00460,2022-08-23,2022-08-23,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,22.52,104.7,0.1,6006.3092,63.63,3353.3,FB-002,2653.0091999999995,44.2
TRP-00461,2022-08-23,2022-08-23,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,26.55,110.6,1.5,8427.501,45.97,2422.62,FB-002,6004.881,71.3
TRP-00462,2022-08-23,2022-08-23,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,20.27,82.7,0.9,4199.944,43.18,2275.59,FB-002,1924.3540000000003,45.8
TRP-00463,2022-08-23,2022-08-25,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,20.96,89.2,1.0,24372.288,189.54,9988.76,FB-002,14383.528,59.0
TRP-00464,2022-08-23,2022-08-23,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.8,97.0,0.9,4570.944,34.69,1828.16,FB-002,2742.7840000000006,60.0
TRP-00465,2022-08-23,2022-08-24,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,21.87,91.1,1.0,19716.2424,148.73,7838.07,FB-002,11878.1724,60.2
TRP-00466,2022-08-23,2022-08-24,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.15,96.6,0.7,20859.804,142.96,7533.99,FB-002,13325.814,63.9
TRP-00467,2022-08-24,2022-08-25,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.05,91.5,1.7,12686.835,74.27,3914.03,FB-002,8772.804999999998,69.1
TRP-00468,2022-08-24,2022-08-24,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,27.28,111.3,1.5,5469.0944,43.18,2275.59,FB-002,3193.5044,58.4
TRP-00469,2022-08-24,2022-08-24,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,16.86,68.8,1.6,1700.8368,20.05,1056.63,FB-002,644.2067999999999,37.9
TRP-00470,2022-08-24,2022-08-25,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.95,89.6,1.2,19788.364,140.18,7387.49,FB-002,12400.874000000002,62.7
TRP-00471,2022-08-24,2022-08-24,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,25.96,108.2,0.6,2470.3536,16.39,863.75,FB-002,1606.6036,65.0
TRP-00472,2022-08-24,2022-08-24,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.81,91.2,0.2,2170.5996,15.75,830.03,FB-002,1340.5696,61.8
TRP-00473,2022-08-25,2022-08-26,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.56,89.4,1.3,12735.6864,80.62,4248.67,FB-002,8487.0164,66.6
TRP-00474,2022-08-25,2022-08-25,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,21.41,89.2,1.6,5997.3692,58.04,3058.71,FB-002,2938.6592,49.0
TRP-00475,2022-08-25,2022-08-26,delayed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-09,Василь Кравець,0.13,19.44,81.0,16.2,17525.5488,151.23,7969.82,FB-002,9555.7288,54.5
TRP-00476,2022-08-25,2022-08-25,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,17.68,75.2,0.7,4118.7328,34.69,1828.16,FB-002,2290.5728,55.6
TRP-00477,2022-08-25,2022-08-25,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,24.96,104.0,0.1,5003.9808,35.29,1859.78,FB-002,3144.2008000000005,62.8
TRP-00478,2022-08-25,2022-08-26,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,22.03,91.8,0.2,13763.9034,84.13,4433.65,FB-002,9330.2534,67.8
TRP-00479,2022-08-25,2022-08-27,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.2,92.8,16.0,23569.344,220.54,11622.46,FB-002,11946.884000000002,50.7
TRP-00480,2022-08-25,2022-08-26,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,23.2,92.8,1.4,20039.232,142.96,7533.99,FB-002,12505.242,62.4
TRP-00481,2022-08-25,2022-08-25,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,21.96,91.5,0.7,6151.4352,44.5,2345.15,FB-002,3806.2852,61.9
TRP-00482,2022-08-26,2022-08-28,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,20.73,88.2,0.9,24104.844,189.54,9988.76,FB-002,14116.084,58.6
TRP-00483,2022-08-26,2022-08-27,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,wheat,267.0,267,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.42,95.4,0.8,14007.5676,105.88,5579.88,FB-002,8427.687600000001,60.2
TRP-00484,2022-08-26,2022-08-27,delayed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,21.76,87.1,16.7,8428.5184,77.12,4064.22,FB-002,4364.2984000000015,51.8
TRP-00485,2022-08-26,2022-08-27,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,21.2,84.8,1.7,19112.224,143.84,7580.37,FB-002,11531.854,60.3
TRP-00486,2022-08-27,2022-08-27,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,23.3,101.3,1.1,4671.184,58.3,3072.41,FB-002,1598.7740000000003,34.2
TRP-00487,2022-08-27,2022-08-27,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,19.28,80.3,1.8,3994.816,35.88,1890.88,FB-002,2103.9359999999997,52.7
TRP-00488,2022-08-27,2022-08-28,cancelled,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,21.48,89.5,0.4,,,,,,
TRP-00489,2022-08-27,2022-08-29,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.0,93.6,27.5,22350.24,242.7,12790.29,FB-002,9559.95,42.8
TRP-00490,2022-08-27,2022-08-27,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,18.82,75.3,1.1,3899.504,34.13,1798.65,FB-002,2100.854,53.9
TRP-00491,2022-08-27,2022-08-27,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.97,99.9,1.1,6659.7487,45.13,2378.35,FB-002,4281.3987,64.3
TRP-00492,2022-08-27,2022-08-27,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,25.58,102.3,0.8,6822.4418,45.13,2378.35,FB-002,4444.0918,65.1
TRP-00493,2022-08-28,2022-08-30,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,18.71,87.0,1.0,21755.988,261.35,13773.15,FB-002,7982.838000000002,36.7
TRP-00494,2022-08-28,2022-08-29,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,21.51,89.6,1.0,8331.6834,68.56,3613.11,FB-002,4718.573399999999,56.6
TRP-00495,2022-08-28,2022-08-28,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,23.69,98.7,1.1,2254.3404,16.66,877.98,FB-002,1376.3604,61.1
TRP-00496,2022-08-28,2022-08-28,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,19.53,81.4,1.6,1888.9416,16.66,877.98,FB-002,1010.9616000000001,53.5
TRP-00497,2022-08-28,2022-08-28,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,18.2,75.8,1.1,3771.04,35.88,1890.88,FB-002,1880.1599999999999,49.9
TRP-00498,2022-08-28,2022-08-28,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,25.07,102.3,0.3,6686.4197,44.25,2331.97,FB-002,4354.449700000001,65.1
TRP-00499,2022-08-28,2022-08-28,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,27.45,112.0,1.5,5503.176,33.26,1752.8,FB-002,3750.376,68.1
TRP-00500,2022-08-28,2022-08-28,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,23.43,97.6,1.0,2229.5988,15.53,818.43,FB-002,1411.1688000000004,63.3
TRP-00501,2022-08-29,2022-08-30,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,22.97,99.9,0.2,14351.1966,138.98,7324.25,FB-002,7026.946599999999,49.0
TRP-00502,2022-08-29,2022-08-29,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,16.47,76.6,1.2,1661.4936,22.21,1170.47,FB-002,491.0236,29.6
TRP-00503,2022-08-29,2022-08-30,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,18.67,79.5,1.2,11564.9448,105.88,5579.88,FB-002,5985.064799999999,51.8
TRP-00504,2022-08-29,2022-08-30,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.28,93.1,0.4,20108.3328,143.84,7580.37,FB-002,12527.962800000001,62.3
TRP-00505,2022-08-29,2022-08-29,delayed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.4,97.6,6.6,4891.712,33.92,1787.58,FB-002,3104.1320000000005,63.5
TRP-00506,2022-08-30,2022-08-31,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-02,DAF,XF 106,23.0,2016,DRV-09,Василь Кравець,0.13,21.62,94.0,1.2,8374.2908,111.39,5870.25,FB-002,2504.0408000000007,29.9
TRP-00507,2022-08-30,2022-08-30,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,20.26,94.2,0.9,4197.872,47.83,2520.64,FB-002,1677.2320000000004,40.0
TRP-00508,2022-08-30,2022-08-30,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,20.71,86.3,1.7,2003.0712,16.66,877.98,FB-002,1125.0912,56.2
TRP-00509,2022-08-30,2022-08-31,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.61,88.2,1.1,13386.0984,79.3,4179.11,FB-002,9206.988400000002,68.8
TRP-00510,2022-08-30,2022-08-30,delayed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,17.14,72.9,7.9,3992.9344,44.42,2340.93,FB-002,1652.0044000000003,41.4
TRP-00511,2022-08-30,2022-08-30,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,20.65,82.6,1.7,4278.68,33.92,1787.58,FB-002,2491.1000000000004,58.2
TRP-00512,2022-08-31,2022-08-31,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,17.31,75.3,0.4,5235.7557,77.56,4087.41,FB-002,1148.3456999999999,21.9
TRP-00513,2022-08-31,2022-09-01,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.54,93.9,1.0,8007.1096,68.56,3613.11,FB-002,4393.999599999999,54.9
TRP-00514,2022-08-31,2022-08-31,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.4,91.1,1.0,5994.568,59.09,3114.04,FB-002,2880.5280000000002,48.1
TRP-00515,2022-08-31,2022-09-01,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,21.87,87.5,1.7,19716.2424,142.96,7533.99,FB-002,12182.2524,61.8
TRP-00516,2022-08-31,2022-08-31,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,18.02,72.1,1.1,5047.7624,45.13,2378.35,FB-002,2669.4123999999997,52.9
TRP-00517,2022-08-31,2022-08-31,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.14,92.3,1.5,2106.8424,15.53,818.43,FB-002,1288.4124000000002,61.2
TRP-00518,2022-09-01,2022-09-01,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,17.72,80.5,0.3,5359.7684,51.45,2711.42,FB-002,2648.3484,49.4
TRP-00519,2022-09-01,2022-09-02,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.7,90.0,0.3,12822.408,138.98,7324.25,FB-002,5498.157999999999,42.9
TRP-00520,2022-09-01,2022-09-01,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,22.28,103.6,0.7,4466.6944,47.83,2520.64,FB-002,1946.0544000000004,43.6
TRP-00521,2022-09-01,2022-09-01,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,20.18,84.1,0.5,5652.8216,47.74,2515.9,FB-002,3136.9216,55.5
TRP-00522,2022-09-01,2022-09-02,delayed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,24.33,99.3,8.9,15200.8974,79.3,4179.11,FB-002,11021.787400000001,72.5
TRP-00523,2022-09-01,2022-09-01,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.67,96.6,1.8,2252.4372,15.44,813.69,FB-002,1438.7471999999998,63.9
TRP-00524,2022-09-01,2022-09-01,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,25.59,102.4,0.7,2435.1444,18.68,984.44,FB-002,1450.7044,59.6
TRP-00525,2022-09-01,2022-09-01,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,24.35,101.5,1.2,6494.3885,44.5,2345.15,FB-002,4149.2384999999995,63.9
TRP-00526,2022-09-01,2022-09-01,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,26.52,108.2,0.5,2523.6432,25.0,1317.5,FB-002,1206.1432,47.8
TRP-00527,2022-09-01,2022-09-02,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,19.42,79.3,0.5,17507.5184,226.94,11959.74,FB-002,5547.778400000001,31.7
